loan_id,customer_id,branch_id,loan_type,principal,interest_rate,tenure_months,disbursed_date,due_date,status
5947,6820,73,Home,684242.27,9.16,48,2025-07-03,2027-04-15,Active
5948,14456,20,Home,754534.86,12.64,44,2024-12-24,2027-02-05,Closed
5949,13254,84,Car,646104.57,12.05,42,2025-01-26,2027-06-30,Closed
5950,10452,82,Home,597763.74,9.52,44,2021-03-04,2028-12-22,Active
5951,14038,83,Home,655254.05,11.63,29,2021-09-26,2027-09-17,Closed
5952,7943,27,Personal,409235.78,11.42,33,2022-04-28,2028-06-01,Closed
5953,5780,40,Personal,668148.16,8.34,29,2023-05-16,2027-08-07,Closed
5954,12872,12,Personal,477935.62,11.87,19,2020-12-22,2027-11-14,Closed
5955,414,54,Home,221674.58,9.9,18,2021-03-31,2028-01-19,Default
5956,8654,51,Car,237930.81,8.16,16,2023-12-13,2028-03-10,Active
5957,5558,81,Car,326018.78,10.97,43,2025-09-20,2027-01-10,Active
5958,9522,26,Car,230047.36,8.88,43,2024-01-28,2028-09-18,Active
5959,11337,68,Personal,524702.91,8.11,53,2021-06-05,2028-01-02,Closed
5960,3939,28,Personal,462548.11,11.56,20,2021-09-25,2027-06-05,Closed
5961,3728,63,Car,182281.73,8.18,20,2025-08-28,2027-11-07,Default
5962,11876,17,Home,745864.42,11.36,14,2024-03-16,2026-11-13,Closed
5963,13227,4,Home,334883.67,12.85,27,2021-03-09,2027-11-05,Default
5964,2674,6,Personal,129524.21,12.77,14,2026-02-01,2026-09-24,Closed
5965,14329,64,Home,98927.08,11.41,22,2025-07-14,2027-03-08,Default
5966,13059,91,Car,559332.82,10.78,23,2021-10-27,2026-12-17,Closed
5967,8459,25,Personal,182316.8,10.72,44,2022-01-05,2027-12-27,Default
5968,3217,32,Car,998130.35,8.19,39,2020-12-18,2026-10-30,Active
5969,10263,64,Home,340621.07,12.38,52,2023-04-15,2026-09-15,Default
5970,12592,33,Car,956666.62,9.86,41,2023-01-10,2026-09-21,Default
5971,7921,11,Personal,86174.58,11.28,32,2025-08-28,2028-03-14,Default
5972,10295,26,Car,153415.33,8.96,56,2023-06-03,2027-08-11,Closed
5973,2553,11,Car,620372.51,8.37,44,2022-11-23,2028-04-13,Default
5974,13937,85,Personal,338210.73,9.96,53,2024-11-16,2028-09-13,Closed
5975,336,48,Home,823906.44,10.58,50,2023-05-19,2026-08-21,Default
5976,12173,62,Car,789811.22,11.56,36,2023-02-27,2028-01-21,Closed
5977,6989,80,Personal,238465.38,8.15,29,2022-07-02,2027-12-31,Closed
5978,14641,99,Car,55902.79,12.87,55,2023-09-06,2026-08-07,Active
5979,12085,89,Personal,127266.12,10.94,43,2023-10-04,2027-04-02,Default
5980,1696,32,Car,519500.61,10.94,37,2025-02-25,2026-10-17,Default
5981,1122,93,Personal,403712.14,10.49,56,2023-05-16,2027-06-07,Closed
5982,1967,28,Personal,222777.03,9.75,42,2024-10-17,2028-03-04,Closed
5983,2533,69,Home,527000.73,10.52,48,2024-03-17,2026-11-02,Default
5984,2275,75,Car,309747.56,11.83,58,2022-10-05,2027-05-20,Active
5985,14880,54,Personal,711632.48,9.41,37,2024-01-08,2027-07-29,Default
5986,13336,76,Car,936877.25,10.61,48,2022-01-14,2026-08-21,Closed
5987,7586,19,Car,219285.14,12.87,59,2024-04-13,2027-06-30,Default
5988,6496,19,Home,906192.58,11.95,32,2024-07-27,2028-05-31,Default
5989,4945,77,Personal,347394.6,12.37,17,2024-06-05,2028-07-08,Active
5990,9797,26,Car,974819.87,9.11,31,2022-11-09,2028-09-10,Default
5991,5933,76,Car,371588.9,11.45,48,2024-08-25,2026-10-28,Active
5992,10234,78,Personal,134301.51,8.85,32,2022-08-27,2026-12-28,Default
5993,7465,90,Personal,829477.39,11.33,13,2021-10-03,2026-11-29,Closed
5994,12065,40,Personal,188134.28,9.05,51,2024-03-31,2026-08-20,Default
5995,3930,89,Car,449182.57,11.66,51,2024-06-21,2027-02-02,Active
5996,9554,59,Home,671748.83,12.88,30,2021-10-22,2028-03-16,Default
5997,8589,38,Personal,197298.7,8.76,20,2024-04-21,2027-01-06,Active
5998,9706,75,Car,576330.17,12.76,30,2024-08-04,2027-02-10,Active
5999,6789,98,Personal,447411.41,8.5,49,2023-03-13,2027-11-08,Default
6000,1287,69,Home,151919.76,10.8,52,2021-11-02,2027-09-30,Closed
6001,548,16,Home,950333.79,8.33,53,2023-07-11,2028-02-08,Active
6002,5064,62,Personal,154455.82,8.41,53,2023-11-04,2027-03-31,Active
6003,13801,70,Personal,928780.2,10.4,37,2026-04-03,2027-04-21,Default
6004,9691,80,Car,372069.36,12.66,37,2026-04-21,2028-06-26,Active
6005,9419,26,Home,505802.17,8.81,27,2024-09-15,2027-04-26,Default
6006,5684,23,Car,398738.59,8.44,16,2024-10-15,2028-11-29,Active
6007,3862,74,Car,417278.67,10.21,34,2025-12-18,2028-09-02,Default
6008,7300,51,Personal,127478.92,12.43,30,2024-07-29,2027-11-11,Default
6009,5883,45,Home,206029.27,10.33,21,2026-01-25,2027-10-29,Closed
6010,12313,37,Personal,411759.59,8.28,23,2021-04-09,2027-02-15,Default
6011,11882,27,Car,307364.23,11.91,23,2023-04-29,2028-01-10,Default
6012,5097,22,Home,519803.51,8.45,14,2023-12-13,2026-09-29,Closed
6013,9959,42,Car,322170.48,9.22,32,2026-01-16,2027-02-14,Active
6014,1101,7,Car,989439.33,12.27,43,2024-12-15,2028-12-19,Default
6015,11775,21,Car,93624.15,12.83,14,2023-06-07,2028-01-26,Closed
6016,5282,38,Car,919350.48,8.81,36,2022-03-30,2028-05-10,Closed
6017,6596,15,Home,647857.23,12.46,59,2023-08-02,2027-07-24,Active
6018,3407,83,Personal,933009.41,10.46,19,2022-02-21,2027-10-17,Active
6019,9200,77,Home,219910.67,8.01,38,2025-07-23,2026-10-22,Closed
6020,5733,99,Car,809548.61,10.76,14,2025-05-08,2028-02-20,Closed
6021,5218,78,Car,495215.61,11.32,20,2022-06-09,2028-11-29,Default
6022,8818,38,Car,693543.08,10.06,46,2026-02-11,2028-05-09,Default
6023,10219,29,Home,273558.88,9.1,16,2024-01-13,2027-03-18,Default
6024,9293,61,Car,700065.23,8.79,46,2021-03-02,2027-09-06,Default
6025,10421,88,Personal,599021.56,8.9,18,2023-02-04,2028-01-28,Default
6026,12849,62,Car,203116.97,8.64,23,2024-07-12,2027-02-15,Default
6027,6592,81,Home,846816.13,9.15,48,2025-02-01,2028-06-30,Default
6028,921,22,Personal,664871.78,12.03,19,2024-11-03,2029-01-17,Default
6029,6522,73,Personal,481815.49,9.78,59,2023-07-23,2026-08-12,Active
6030,12109,42,Car,167470.53,9.21,28,2022-06-21,2028-09-29,Default
6031,3025,99,Car,495580.52,12.11,35,2025-11-26,2026-10-11,Closed
6032,1853,41,Car,504287.53,9.46,30,2020-12-20,2028-08-06,Closed
6033,8316,9,Personal,929793.58,9.48,18,2026-02-09,2027-10-09,Closed
6034,6555,91,Car,98947.13,11.36,16,2021-06-18,2026-12-07,Active
6035,12865,15,Home,455872.18,12.62,42,2022-07-16,2027-11-07,Default
6036,8187,71,Car,842020.47,8.81,60,2024-03-13,2027-07-04,Default
6037,13870,87,Home,312234.01,12.65,15,2021-10-05,2027-01-22,Default
6038,14574,65,Car,185125.27,10.29,32,2023-12-16,2029-01-17,Closed
6039,648,87,Home,376802.42,10.67,17,2025-10-01,2028-11-03,Default
6040,6754,39,Home,536455.0,10.91,60,2023-04-29,2028-03-23,Closed
6041,6859,18,Home,176398.22,11.26,16,2022-12-25,2027-07-08,Default
6042,13051,28,Personal,997007.81,9.01,28,2024-03-05,2028-11-25,Active
6043,9544,75,Car,553211.16,11.05,58,2023-03-26,2028-01-07,Active
6044,8434,15,Car,810036.15,9.84,49,2022-05-06,2027-04-21,Default
6045,14943,6,Home,919217.94,12.86,34,2022-08-06,2028-04-14,Default
6046,10712,33,Personal,950943.04,10.32,35,2022-06-17,2028-10-06,Default
6047,14182,23,Home,297958.29,10.84,19,2022-07-20,2027-09-02,Closed
6048,6437,30,Home,211859.84,9.47,47,2023-11-21,2027-07-09,Default
6049,6069,32,Personal,927181.03,9.02,21,2020-12-26,2026-09-12,Default
6050,13771,46,Car,605575.52,9.68,44,2021-02-24,2028-12-10,Default
6051,4902,14,Personal,257944.38,12.8,47,2024-02-10,2027-10-05,Default
6052,14359,32,Personal,931377.89,9.84,46,2021-09-03,2028-11-05,Active
6053,11436,40,Car,820037.78,12.66,54,2023-06-04,2027-04-20,Default
6054,13450,75,Personal,610088.97,12.49,45,2024-12-21,2027-03-14,Active
6055,6170,72,Personal,514025.78,9.19,32,2024-05-08,2027-10-29,Active
6056,3495,99,Personal,103241.61,12.57,31,2021-12-29,2027-01-31,Default
6057,12455,43,Home,246998.04,10.16,56,2025-11-27,2026-08-10,Active
6058,8683,53,Home,295294.16,11.8,43,2026-03-14,2027-03-10,Active
6059,6284,37,Car,988774.13,8.74,51,2025-11-22,2027-04-06,Default
6060,4438,16,Car,264248.57,8.41,18,2025-01-08,2028-08-16,Active
6061,1005,65,Car,452026.0,10.29,29,2021-02-07,2027-02-28,Active
6062,7218,50,Car,254573.48,12.25,57,2025-01-20,2028-12-31,Closed
6063,2044,43,Car,753828.79,9.66,29,2023-10-19,2028-07-05,Closed
6064,4130,72,Home,89486.34,10.5,23,2025-01-09,2026-10-09,Active
6065,11759,100,Personal,379359.1,9.17,23,2022-12-13,2027-04-01,Active
6066,4203,42,Home,784960.39,12.86,31,2023-04-27,2026-09-05,Active
6067,5579,57,Home,606941.7,9.33,17,2024-03-31,2028-03-01,Closed
6068,12378,39,Personal,610421.89,9.11,21,2025-12-26,2026-10-13,Default
6069,13364,53,Personal,54300.21,8.6,23,2021-08-15,2028-04-24,Closed
6070,4532,32,Home,392798.0,9.59,36,2023-03-27,2027-12-30,Default
6071,9819,47,Home,215479.05,8.44,22,2023-05-08,2027-10-28,Default
6072,8392,52,Personal,458953.25,8.07,12,2024-03-17,2026-11-25,Closed
6073,13716,77,Car,797991.8,8.29,39,2024-09-07,2028-12-26,Closed
6074,8810,37,Personal,702053.17,8.12,58,2022-09-07,2026-11-03,Closed
6075,301,74,Car,966343.41,9.06,53,2022-02-19,2027-02-28,Default
6076,10037,1,Personal,459134.64,8.24,25,2023-05-10,2027-12-07,Closed
6077,8276,3,Car,472214.3,9.52,36,2024-03-16,2026-10-26,Closed
6078,5081,21,Car,870659.73,9.31,14,2024-05-16,2027-06-07,Default
6079,3908,19,Home,923361.53,11.74,41,2022-03-31,2026-08-18,Closed
6080,4528,20,Car,959445.63,12.52,37,2021-08-18,2028-04-14,Active
6081,8024,98,Car,403771.41,9.6,42,2026-03-31,2028-05-07,Active
6082,14824,87,Personal,834277.86,12.6,59,2025-08-21,2028-09-18,Default
6083,468,33,Car,162927.27,9.08,57,2023-08-09,2029-01-01,Active
6084,448,20,Car,196856.54,9.11,22,2023-08-24,2027-10-26,Default
6085,2855,93,Personal,912408.64,12.39,42,2024-01-09,2027-10-26,Default
6086,2900,35,Home,628250.93,8.98,15,2022-02-19,2028-03-26,Closed
6087,11863,25,Personal,914198.31,12.28,51,2024-06-03,2027-12-28,Active
6088,14102,28,Car,322151.16,9.84,57,2024-02-05,2026-11-01,Default
6089,470,24,Home,212362.3,12.3,60,2024-10-09,2028-02-15,Closed
6090,9868,37,Home,364767.64,8.5,24,2025-08-12,2027-05-01,Closed
6091,11291,15,Car,827391.46,11.29,51,2023-05-10,2026-10-31,Closed
6092,1297,40,Car,447530.73,12.39,35,2024-05-17,2027-09-11,Active
6093,7768,43,Home,331065.74,11.23,25,2025-06-16,2027-09-12,Closed
6094,8445,16,Home,628620.67,12.41,15,2022-11-24,2027-04-30,Active
6095,6328,57,Home,421975.64,11.36,60,2021-09-14,2027-08-23,Default
6096,8225,9,Personal,562523.16,9.37,13,2024-04-11,2027-07-22,Default
6097,195,7,Personal,997701.25,8.88,24,2023-10-17,2027-02-09,Active
6098,12024,89,Car,61301.31,11.1,52,2022-09-11,2028-03-15,Active
6099,283,93,Home,563007.65,11.46,42,2024-07-26,2028-02-29,Default
6100,12438,85,Car,833994.49,9.46,37,2025-11-09,2026-09-02,Active
6101,4624,80,Car,236351.31,8.4,47,2025-01-31,2028-11-22,Active
6102,4908,88,Car,623124.74,8.34,53,2023-05-22,2026-10-17,Closed
6103,7516,64,Home,563727.77,8.53,24,2020-11-12,2026-09-19,Closed
6104,293,80,Car,298277.17,11.29,24,2022-02-23,2027-12-27,Active
6105,14996,6,Personal,416235.76,8.44,32,2023-08-09,2028-02-25,Active
6106,11166,35,Home,676894.29,11.8,38,2023-12-19,2027-05-17,Closed
6107,14989,62,Car,205005.85,9.91,50,2021-07-03,2028-10-07,Closed
6108,13232,94,Car,872740.43,11.69,45,2024-12-02,2028-04-23,Default
6109,12224,7,Personal,803032.65,11.69,20,2024-12-08,2028-09-12,Active
6110,2566,38,Car,147541.78,8.76,42,2021-05-14,2028-12-24,Active
6111,14,91,Home,595173.76,9.85,56,2022-08-05,2028-11-15,Closed
6112,14803,72,Car,507063.58,8.65,42,2024-08-21,2027-02-28,Active
6113,7094,75,Personal,191109.83,9.68,21,2025-06-21,2028-09-06,Closed
6114,3467,17,Car,450113.55,9.62,53,2024-01-16,2026-12-30,Closed
6115,9985,22,Car,78791.73,8.65,52,2024-11-05,2027-04-19,Active
6116,5902,10,Home,354563.19,11.63,27,2025-03-16,2027-03-16,Closed
6117,14858,68,Car,672570.48,8.45,51,2022-08-31,2027-06-28,Default
6118,4914,71,Car,63098.51,10.71,18,2023-07-09,2026-12-05,Closed
6119,9632,56,Car,594594.14,12.95,40,2024-04-12,2027-12-04,Active
6120,4191,82,Home,216061.87,10.97,58,2023-08-13,2027-12-25,Default
6121,5722,26,Car,174105.46,8.58,43,2021-10-12,2028-11-26,Closed
6122,14876,17,Personal,848573.78,10.02,39,2022-07-24,2028-09-27,Default
6123,13314,59,Home,795221.53,10.93,36,2022-12-14,2027-09-01,Active
6124,4783,38,Personal,689455.51,11.29,39,2021-07-04,2027-08-17,Closed
6125,2607,13,Personal,606652.95,9.15,33,2023-04-26,2026-12-29,Active
6126,47,48,Home,282245.91,8.35,32,2023-08-11,2027-04-01,Closed
6127,13353,50,Car,51133.78,8.57,22,2026-01-03,2027-08-26,Closed
6128,1571,20,Home,134823.71,12.99,54,2021-05-30,2028-07-05,Default
6129,2385,13,Car,556298.96,11.67,33,2024-12-07,2028-12-12,Closed
6130,10725,25,Home,391711.14,12.42,58,2025-04-04,2028-02-16,Default
6131,6673,11,Car,614622.05,9.74,35,2025-03-14,2027-11-22,Closed
6132,6493,12,Car,614291.52,12.49,24,2025-06-14,2026-10-24,Active
6133,14674,53,Car,923982.96,8.48,47,2024-01-22,2029-01-03,Closed
6134,7132,89,Personal,651538.98,8.03,18,2023-02-19,2028-03-22,Default
6135,9585,56,Personal,754551.73,10.75,15,2020-12-22,2026-11-13,Closed
6136,5366,22,Car,854541.17,11.4,25,2023-06-08,2026-10-31,Closed
6137,12078,21,Home,143779.86,8.78,13,2025-10-30,2028-04-06,Closed
6138,3705,25,Personal,721311.12,10.78,13,2025-10-09,2026-10-04,Default
6139,3694,33,Personal,329732.31,12.52,15,2021-01-18,2027-09-07,Default
6140,9535,71,Home,69199.75,12.09,29,2021-08-06,2027-11-04,Default
6141,8419,37,Car,71476.39,11.16,20,2025-09-28,2026-10-05,Default
6142,13022,62,Personal,648682.92,9.11,54,2024-07-19,2027-12-12,Active
6143,6855,25,Personal,230582.62,11.97,14,2023-12-18,2027-12-08,Default
6144,9746,57,Personal,879258.93,8.31,20,2026-01-12,2027-01-12,Active
6145,10919,96,Home,841537.36,10.74,13,2023-01-24,2027-05-31,Default
6146,12010,30,Home,481548.25,12.83,18,2024-07-22,2028-02-01,Closed
6147,10731,21,Car,725834.31,8.9,13,2024-06-19,2027-06-16,Default
6148,12154,55,Personal,688207.2,8.12,52,2023-12-12,2026-09-25,Active
6149,91,39,Personal,833135.66,10.51,59,2021-11-23,2027-02-27,Closed
6150,6548,59,Car,675829.9,12.54,37,2021-02-04,2026-11-25,Default
6151,1004,33,Personal,453613.22,11.36,60,2022-06-09,2027-11-10,Closed
6152,3512,56,Car,154865.96,9.57,20,2026-01-14,2028-10-01,Active
6153,4145,95,Car,689870.65,8.44,18,2021-11-24,2028-05-23,Active
6154,684,85,Home,100983.53,10.62,35,2020-12-08,2027-09-17,Default
6155,4775,7,Personal,314717.65,8.05,52,2022-01-05,2026-12-29,Active
6156,6098,22,Car,981662.71,12.39,31,2024-02-03,2028-07-05,Default
6157,13649,15,Home,745977.47,9.98,35,2022-11-05,2027-01-29,Closed
6158,10323,26,Home,839945.32,8.65,32,2021-03-12,2026-12-19,Active
6159,12631,79,Car,94896.65,12.68,59,2020-11-05,2027-01-19,Default
6160,1185,13,Car,423261.95,9.81,18,2023-02-25,2027-02-08,Active
6161,4143,3,Personal,348651.34,9.24,24,2023-12-13,2027-02-27,Closed
6162,1717,22,Home,609382.74,9.7,51,2023-10-15,2027-05-19,Default
6163,9112,12,Car,323020.57,8.71,30,2023-10-04,2026-09-17,Active
6164,1725,75,Personal,486603.4,10.57,42,2025-04-02,2027-04-20,Active
6165,3879,68,Personal,716269.0,12.18,58,2024-05-11,2027-01-06,Closed
6166,7003,60,Personal,961325.55,9.19,18,2025-01-06,2027-03-31,Active
6167,2846,54,Car,962976.66,11.67,43,2021-06-24,2026-09-19,Closed
6168,2333,18,Personal,287528.32,9.43,55,2025-12-12,2026-10-18,Closed
6169,4159,83,Car,482242.46,8.7,22,2023-09-17,2028-08-24,Default
6170,10552,32,Home,262335.43,10.33,31,2024-06-28,2027-06-03,Active
6171,8610,3,Car,713537.06,11.23,54,2025-10-17,2028-03-18,Active
6172,178,3,Home,75671.37,12.91,37,2022-06-10,2026-11-01,Active
6173,722,80,Car,529645.13,8.05,50,2026-01-30,2027-02-23,Active
6174,2214,67,Personal,795824.67,12.05,20,2026-04-06,2028-02-10,Default
6175,5543,25,Car,153666.35,11.1,47,2023-09-17,2028-01-06,Default
6176,8283,86,Home,397905.08,10.83,53,2024-05-06,2027-09-07,Default
6177,5642,17,Personal,306481.52,10.66,39,2024-09-25,2026-09-01,Closed
6178,8176,96,Car,186832.79,12.88,35,2025-06-21,2027-12-01,Closed
6179,12381,3,Home,274670.21,9.81,36,2025-03-23,2028-04-17,Closed
6180,5745,72,Personal,426969.13,8.84,53,2024-10-04,2027-07-22,Closed
6181,8133,29,Home,856253.63,8.61,35,2022-08-31,2027-09-26,Active
6182,14863,62,Car,927239.71,8.66,32,2023-08-01,2028-01-27,Closed
6183,11628,32,Home,784467.43,10.69,44,2026-04-20,2026-10-13,Active
6184,9492,82,Car,160355.71,11.24,23,2022-08-23,2026-12-06,Default
6185,3486,85,Personal,773088.79,12.47,41,2022-05-16,2028-08-11,Closed
6186,5715,19,Car,932679.34,8.13,43,2025-11-24,2029-01-18,Active
6187,12486,25,Home,979616.74,11.14,18,2022-09-16,2027-11-28,Active
6188,8945,43,Personal,636035.37,12.32,23,2022-09-02,2028-07-31,Active
6189,8234,65,Home,828604.41,11.26,33,2024-07-12,2027-09-08,Default
6190,14334,64,Home,127502.34,9.81,44,2022-06-28,2026-08-11,Default
6191,4762,69,Personal,269531.41,12.69,39,2021-05-11,2027-08-11,Default
6192,26,56,Home,215951.21,9.32,40,2023-06-05,2028-06-05,Default
6193,11773,84,Home,970994.37,9.4,24,2025-07-02,2027-10-08,Closed
6194,12752,15,Car,961661.75,8.04,28,2020-11-06,2028-03-25,Default
6195,10689,84,Personal,597623.82,8.7,39,2024-12-30,2026-12-04,Default
6196,1258,6,Personal,175124.2,10.63,50,2021-11-16,2027-08-03,Closed
6197,11607,4,Home,345268.33,11.03,39,2021-08-07,2028-05-04,Default
6198,2099,68,Personal,765158.69,10.52,20,2025-08-24,2028-10-02,Closed
6199,9000,80,Car,794155.55,12.78,24,2024-01-18,2027-01-21,Default
6200,10316,8,Personal,430325.26,10.95,26,2025-06-03,2026-10-28,Active
6201,1625,91,Car,502848.32,8.82,53,2021-03-02,2027-10-16,Closed
6202,10002,13,Personal,358311.71,10.84,47,2022-04-30,2027-07-13,Active
6203,3667,16,Home,777849.53,11.04,17,2024-11-04,2029-01-10,Closed
6204,8961,98,Personal,523472.93,8.93,54,2021-01-15,2027-07-14,Active
6205,12847,85,Car,622797.16,10.88,15,2024-10-11,2026-08-22,Default
6206,882,28,Home,792967.73,10.26,53,2026-03-12,2028-07-14,Default
6207,14122,76,Personal,356883.58,9.61,30,2021-05-14,2026-10-25,Closed
6208,9574,65,Home,405594.8,11.2,18,2021-09-17,2026-12-15,Closed
6209,2707,25,Personal,960590.61,12.33,33,2025-08-07,2029-01-08,Closed
6210,7334,24,Home,560158.91,9.97,31,2023-03-13,2027-09-09,Closed
6211,632,39,Home,719650.38,8.62,20,2024-08-14,2028-02-08,Default
6212,12202,83,Home,105491.46,9.0,14,2020-11-07,2028-02-19,Closed
6213,9530,72,Personal,80127.16,10.33,23,2021-05-14,2028-11-13,Closed
6214,10793,68,Personal,224700.99,11.89,30,2026-02-28,2029-01-07,Default
6215,13798,29,Car,966822.94,9.12,57,2023-03-31,2027-10-31,Closed
6216,2865,23,Car,364610.89,9.38,30,2022-07-22,2028-04-30,Active
6217,6450,40,Personal,333463.31,8.99,13,2024-06-10,2028-05-16,Closed
6218,7420,51,Home,791851.73,8.36,44,2025-03-19,2027-07-04,Active
6219,7848,24,Car,210718.88,11.45,53,2021-10-07,2027-03-21,Default
6220,11292,32,Car,726437.98,11.52,22,2024-07-20,2027-11-05,Default
6221,14324,4,Home,838946.04,12.91,21,2025-08-10,2028-05-21,Closed
6222,8076,19,Home,619788.07,8.65,54,2021-04-12,2028-04-20,Active
6223,8699,99,Home,855705.5,11.22,57,2022-11-20,2028-07-25,Default
6224,13163,42,Home,929091.12,10.26,19,2023-04-12,2026-10-30,Closed
6225,7164,6,Personal,120550.65,9.81,55,2025-01-11,2028-07-01,Default
6226,9272,58,Personal,571662.31,12.84,48,2025-07-29,2027-01-13,Closed
6227,10616,31,Car,176842.54,8.07,38,2020-11-17,2027-12-15,Default
6228,11629,5,Personal,257833.43,9.01,33,2023-12-21,2028-10-05,Closed
6229,2265,63,Personal,269640.76,11.64,12,2021-09-24,2028-07-26,Active
6230,14708,92,Home,559852.08,9.96,55,2024-04-18,2026-12-16,Default
6231,2759,97,Car,397672.55,10.6,22,2021-07-28,2027-03-10,Active
6232,3678,37,Personal,881839.75,10.62,12,2022-05-31,2028-09-11,Closed
6233,138,31,Home,213351.61,12.76,50,2024-03-02,2028-02-24,Default
6234,8257,24,Personal,849562.45,12.84,48,2023-11-05,2027-09-15,Closed
6235,8461,50,Personal,570741.55,12.22,21,2023-03-06,2028-05-13,Closed
6236,4787,3,Personal,306845.41,11.77,23,2025-12-10,2028-10-18,Active
6237,12535,35,Personal,75318.19,10.4,24,2023-05-22,2029-01-08,Active
6238,13734,10,Home,662050.76,11.25,16,2022-12-10,2027-03-20,Default
6239,12687,94,Personal,728225.67,12.02,54,2025-08-27,2027-08-19,Default
6240,3082,47,Home,253782.34,12.02,46,2024-04-07,2028-12-02,Active
6241,8992,2,Car,143639.07,12.56,33,2026-03-06,2027-01-07,Closed
6242,1855,22,Car,910316.08,10.51,59,2023-01-14,2028-07-02,Active
6243,14768,37,Personal,235244.64,9.59,31,2022-12-24,2026-12-28,Closed
6244,5659,55,Home,910492.75,11.46,42,2023-01-13,2027-05-28,Active
6245,7484,31,Home,716653.44,9.38,24,2022-04-21,2028-06-15,Active
6246,8865,45,Car,649365.19,9.02,32,2021-05-06,2026-10-12,Closed
6247,1054,42,Home,674597.17,8.67,16,2021-03-22,2027-09-24,Default
6248,1343,71,Personal,945273.11,12.01,36,2024-03-02,2027-02-20,Active
6249,14372,24,Personal,853280.15,11.83,55,2021-09-30,2028-04-27,Default
6250,9974,11,Personal,246169.64,9.7,13,2022-01-26,2026-11-09,Default
6251,5914,54,Car,608496.49,12.13,50,2025-09-17,2028-07-05,Default
6252,4804,92,Home,348391.03,10.26,55,2024-08-21,2027-05-16,Active
6253,9544,26,Car,239648.51,12.8,33,2022-04-22,2028-08-23,Closed
6254,8971,13,Car,995679.61,9.94,59,2023-01-09,2028-11-26,Default
6255,3465,22,Personal,325218.04,11.22,46,2022-04-03,2026-08-26,Default
6256,8402,37,Home,146472.78,9.18,22,2020-11-02,2027-02-27,Active
6257,5157,30,Personal,655071.72,8.21,22,2026-02-28,2026-12-30,Active
6258,2422,1,Car,405552.5,8.8,39,2020-11-26,2027-11-26,Active
6259,9198,66,Personal,602608.42,11.37,18,2020-11-13,2028-04-10,Active
6260,4249,86,Car,268488.04,9.22,18,2023-04-02,2028-07-19,Default
6261,10943,30,Car,332734.5,12.92,27,2022-05-20,2028-07-06,Closed
6262,3837,33,Home,656729.07,8.8,48,2025-10-11,2028-12-05,Closed
6263,13728,85,Personal,55000.65,12.77,59,2023-02-15,2027-11-07,Default
6264,6471,45,Personal,964242.52,10.66,38,2025-11-02,2027-05-01,Closed
6265,2519,94,Car,954434.88,8.43,17,2025-06-02,2028-10-20,Default
6266,14451,76,Personal,723389.83,10.53,18,2024-11-19,2027-09-02,Default
6267,1074,50,Personal,848727.83,11.73,51,2025-08-20,2027-12-19,Default
6268,10175,11,Car,767015.42,9.23,14,2021-07-04,2028-03-23,Default
6269,10407,5,Personal,865671.06,10.76,45,2025-01-15,2028-03-24,Closed
6270,3481,62,Personal,929641.85,9.67,16,2023-10-18,2027-06-14,Default
6271,5308,15,Home,937398.92,8.71,18,2021-07-12,2027-10-13,Default
6272,230,79,Personal,697721.2,10.28,26,2022-07-23,2027-03-22,Default
6273,12361,20,Personal,745860.68,12.46,55,2022-09-07,2026-12-27,Closed
6274,14673,76,Car,72787.01,9.65,42,2024-10-17,2026-10-03,Default
6275,8106,70,Car,887390.48,10.38,15,2025-12-20,2027-02-12,Closed
6276,14006,48,Car,352728.3,8.65,39,2023-12-29,2027-07-21,Active
6277,6231,82,Car,743049.3,8.92,33,2022-09-05,2027-06-06,Active
6278,6515,72,Home,780114.26,9.8,16,2026-02-07,2026-08-17,Active
6279,7010,53,Personal,781311.67,12.0,18,2025-01-22,2027-04-22,Active
6280,6617,74,Car,339063.62,9.97,25,2024-08-11,2027-05-01,Active
6281,630,79,Car,614254.13,9.54,52,2023-03-05,2027-10-31,Closed
6282,14376,10,Car,419215.2,8.89,59,2026-02-18,2028-05-15,Default
6283,983,56,Personal,255716.2,8.47,26,2021-09-04,2027-09-02,Closed
6284,1817,40,Personal,160411.24,10.86,28,2022-05-09,2027-10-21,Default
6285,5900,33,Personal,830643.5,11.96,55,2026-03-15,2027-12-11,Default
6286,2837,97,Personal,416387.14,12.45,25,2021-10-28,2027-04-22,Active
6287,4178,67,Car,523003.43,11.2,14,2025-05-29,2028-10-15,Active
6288,13691,77,Car,220046.12,8.41,29,2022-05-16,2028-02-08,Active
6289,12304,58,Home,583187.95,11.34,37,2023-07-13,2026-09-05,Closed
6290,6502,68,Personal,684937.5,8.47,54,2025-11-18,2028-05-02,Active
6291,11616,97,Car,614290.37,8.18,60,2021-09-28,2028-10-11,Closed
6292,12471,54,Home,949633.04,8.08,58,2025-04-22,2027-11-06,Active
6293,12335,94,Personal,818177.99,10.35,60,2026-03-01,2027-05-25,Closed
6294,9431,12,Car,565955.74,10.61,19,2025-07-19,2028-10-11,Active
6295,1360,76,Home,988240.15,8.49,28,2024-10-09,2026-09-16,Closed
6296,14982,89,Home,242291.49,8.97,18,2022-10-29,2027-10-13,Default
6297,14741,77,Home,205590.72,10.09,23,2025-01-09,2028-04-17,Default
6298,11747,55,Car,816505.29,10.72,53,2023-02-27,2028-04-24,Closed
