transaction_id,account_id,transaction_type,amount,balance_after,transaction_date,channel,merchant,description
9676,10988,Credit,2584.33,413597.99,2023-04-06 06:02:32.564057,Branch,Merchant_398,Transaction_9676
9677,11712,Debit,9440.72,321288.98,2021-01-07 06:02:32.564061,Online,Merchant_453,Transaction_9677
9678,4953,Credit,5349.84,336948.95,2025-12-01 06:02:32.564064,UPI,Merchant_161,Transaction_9678
9679,1691,Credit,8592.16,242563.99,2024-08-04 06:02:32.564068,UPI,Merchant_390,Transaction_9679
9680,9963,Credit,9840.82,354316.42,2023-03-24 06:02:32.564071,Online,,Transaction_9680
9681,6198,Credit,1858.91,68491.88,2021-11-20 06:02:32.564074,UPI,Merchant_216,Transaction_9681
9682,6754,Debit,4603.31,108902.92,2023-11-17 06:02:32.564077,Online,Merchant_433,Transaction_9682
9683,8702,Debit,2652.73,452436.33,2023-10-17 06:02:32.564081,Branch,Merchant_380,Transaction_9683
9684,10264,Debit,3117.89,203087.56,2024-01-10 06:02:32.564086,ATM,Merchant_231,Transaction_9684
9685,12558,Debit,3709.07,441465.54,2025-11-18 06:02:32.564089,UPI,Merchant_364,Transaction_9685
9686,4872,Debit,832.92,379442.4,2023-06-04 06:02:32.564093,Online,Merchant_332,Transaction_9686
9687,1704,Credit,3065.66,499427.19,2021-12-18 06:02:32.564099,Online,Merchant_351,Transaction_9687
9688,5048,Debit,6735.01,256638.67,2025-10-07 06:02:32.564102,UPI,Merchant_215,Transaction_9688
9689,11274,Credit,3722.92,386581.14,2021-02-13 06:02:32.564106,ATM,Merchant_359,Transaction_9689
9690,11619,Credit,7451.66,131397.69,2022-07-10 06:02:32.564109,UPI,,Transaction_9690
9691,11379,Credit,5135.28,431380.75,2023-06-18 06:02:32.564113,Online,Merchant_451,Transaction_9691
9692,1049,Credit,511.11,453218.36,2024-12-11 06:02:32.564116,Online,,Transaction_9692
9693,10780,Debit,3513.58,125339.12,2022-07-06 06:02:32.564119,Online,Merchant_110,Transaction_9693
9694,12759,Debit,5761.78,404871.69,2026-04-03 06:02:32.564122,ATM,,Transaction_9694
9695,5621,Credit,4180.79,321593.72,2023-08-24 06:02:32.564124,UPI,Merchant_256,Transaction_9695
9696,9121,Debit,3583.58,316872.41,2024-08-24 06:02:32.564128,Online,,Transaction_9696
9697,1680,Debit,4126.89,20860.93,2024-05-31 06:02:32.564131,ATM,Merchant_417,Transaction_9697
9698,9751,Debit,1828.3,100128.65,2021-12-27 06:02:32.564135,Online,Merchant_216,Transaction_9698
9699,2207,Debit,1432.0,273645.16,2023-06-22 06:02:32.564141,ATM,Merchant_198,Transaction_9699
9700,12987,Debit,1487.5,160967.75,2026-01-23 06:02:32.564146,UPI,Merchant_184,Transaction_9700
9701,2639,Debit,1614.95,115917.45,2025-10-19 06:02:32.564150,Branch,Merchant_15,Transaction_9701
9702,9712,Credit,6310.56,74958.31,2021-07-29 06:02:32.564153,Online,Merchant_480,Transaction_9702
9703,12740,Debit,2502.26,75935.1,2023-12-16 06:02:32.564157,Branch,Merchant_401,Transaction_9703
9704,10926,Debit,6812.1,299876.94,2023-01-14 06:02:32.564160,Branch,Merchant_415,Transaction_9704
9705,5829,Credit,967.13,101555.14,2021-03-07 06:02:32.564165,Branch,Merchant_181,Transaction_9705
9706,4764,Debit,715.58,194652.54,2021-02-26 06:02:32.564169,Online,Merchant_162,Transaction_9706
9707,14053,Credit,4030.47,54609.78,2023-12-31 06:02:32.564173,Online,Merchant_44,Transaction_9707
9708,6777,Debit,629.8,149343.69,2021-07-23 06:02:32.564176,ATM,Merchant_347,Transaction_9708
9709,3023,Credit,3616.47,286747.31,2021-08-20 06:02:32.564182,Online,,Transaction_9709
9710,8209,Debit,6224.48,488919.53,2025-12-07 06:02:32.564185,Online,Merchant_324,Transaction_9710
9711,13894,Debit,3036.58,81258.56,2025-01-23 06:02:32.564188,ATM,Merchant_468,Transaction_9711
9712,7648,Credit,403.14,91599.95,2024-03-24 06:02:32.564192,Online,Merchant_58,Transaction_9712
9713,1221,Credit,2320.09,437603.23,2024-01-05 06:02:32.564195,ATM,Merchant_381,Transaction_9713
9714,6321,Debit,2455.95,420638.89,2025-10-24 06:02:32.564199,Online,Merchant_54,Transaction_9714
9715,2925,Debit,4927.4,207383.94,2025-05-28 06:02:32.564202,ATM,Merchant_340,Transaction_9715
9716,14058,Debit,1094.23,261511.38,2025-12-30 06:02:32.564206,Branch,Merchant_312,Transaction_9716
9717,6631,Debit,1409.5,429994.53,2025-11-10 06:02:32.564210,ATM,Merchant_441,Transaction_9717
9718,13649,Debit,1750.94,374733.19,2026-01-11 06:02:32.564213,Online,Merchant_325,Transaction_9718
9719,3919,Credit,1046.15,149951.21,2024-10-12 06:02:32.564219,UPI,Merchant_337,Transaction_9719
9720,14314,Credit,5898.3,481898.62,2024-09-10 06:02:32.564222,UPI,Merchant_163,Transaction_9720
9721,9812,Debit,9477.65,149729.65,2024-01-23 06:02:32.564225,UPI,Merchant_387,Transaction_9721
9722,908,Credit,1766.12,192456.72,2023-07-16 06:02:32.564229,Online,Merchant_273,Transaction_9722
9723,10882,Credit,4509.38,493113.84,2021-12-25 06:02:32.564232,UPI,Merchant_261,Transaction_9723
9724,13677,Debit,8729.47,253984.67,2025-08-14 06:02:32.564237,ATM,Merchant_267,Transaction_9724
9725,6875,Credit,3733.72,97236.02,2021-06-12 06:02:32.564241,Online,,Transaction_9725
9726,3103,Credit,9211.93,405196.36,2025-07-04 06:02:32.564244,ATM,Merchant_369,Transaction_9726
9727,4155,Debit,1969.94,51289.62,2023-12-05 06:02:32.564247,ATM,Merchant_14,Transaction_9727
9728,4508,Credit,656.85,306007.67,2023-04-29 06:02:32.564250,Online,Merchant_92,Transaction_9728
9729,11038,Debit,7194.87,54312.96,2026-01-27 06:02:32.564254,Branch,Merchant_269,Transaction_9729
9730,12971,Debit,4212.99,438478.44,2024-06-10 06:02:32.564257,Branch,Merchant_462,Transaction_9730
9731,13004,Debit,949.44,266047.69,2020-11-19 06:02:32.564260,ATM,Merchant_422,Transaction_9731
9732,3420,Debit,5228.38,461659.22,2026-04-05 06:02:32.564266,ATM,Merchant_1,Transaction_9732
9733,10391,Credit,8867.89,352975.79,2025-09-29 06:02:32.564269,Online,Merchant_302,Transaction_9733
9734,14374,Credit,8126.42,174402.55,2020-11-04 06:02:32.564273,Branch,,Transaction_9734
9735,10220,Credit,7085.79,43897.49,2025-07-11 06:02:32.564276,Online,Merchant_440,Transaction_9735
9736,11247,Credit,4613.81,476210.1,2025-01-21 06:02:32.564279,Branch,,Transaction_9736
9737,3485,Credit,6336.74,341729.58,2023-05-24 06:02:32.564282,Online,Merchant_232,Transaction_9737
9738,10267,Credit,2950.65,23045.43,2022-11-24 06:02:32.564285,Online,,Transaction_9738
9739,13883,Credit,6892.01,34084.72,2025-03-23 06:02:32.564288,ATM,Merchant_223,Transaction_9739
9740,14591,Credit,177.5,333998.75,2022-01-10 06:02:32.564291,UPI,Merchant_419,Transaction_9740
9741,12111,Debit,9901.06,61724.34,2024-03-23 06:02:32.564295,UPI,Merchant_20,Transaction_9741
9742,228,Debit,9730.7,266984.98,2025-06-02 06:02:32.564300,Branch,Merchant_129,Transaction_9742
9743,1117,Credit,3026.99,209576.15,2023-12-03 06:02:32.564304,UPI,,Transaction_9743
9744,3871,Credit,6391.6,73785.84,2023-02-26 06:02:32.564307,Online,Merchant_236,Transaction_9744
9745,7452,Debit,5812.76,38383.82,2023-02-11 06:02:32.564310,Branch,Merchant_164,Transaction_9745
9746,5708,Credit,9407.72,269138.25,2024-08-20 06:02:32.564314,Branch,Merchant_193,Transaction_9746
9747,14922,Credit,8496.54,277987.08,2022-11-29 06:02:32.564317,Online,Merchant_3,Transaction_9747
9748,11496,Credit,3624.96,22993.01,2023-05-14 06:02:32.564320,Online,Merchant_373,Transaction_9748
9749,14018,Credit,7591.26,427796.22,2024-08-04 06:02:32.564324,ATM,Merchant_147,Transaction_9749
9750,11693,Debit,6730.31,332318.82,2024-12-04 06:02:32.564331,Online,Merchant_193,Transaction_9750
9751,8593,Credit,541.99,330257.59,2023-01-08 06:02:32.564334,Branch,Merchant_32,Transaction_9751
9752,2885,Debit,5641.42,99447.42,2023-08-30 06:02:32.564338,UPI,Merchant_157,Transaction_9752
9753,872,Debit,9301.75,47027.26,2025-12-18 06:02:32.564343,ATM,Merchant_281,Transaction_9753
9754,9173,Credit,207.5,66199.52,2025-04-19 06:02:32.564347,UPI,Merchant_346,Transaction_9754
9755,14208,Debit,9875.68,383757.04,2025-09-09 06:02:32.564351,UPI,Merchant_460,Transaction_9755
9756,6694,Credit,9510.16,433855.68,2025-08-18 06:02:32.564355,ATM,Merchant_78,Transaction_9756
9757,3745,Debit,3259.54,269027.3,2021-08-15 06:02:32.564359,Online,Merchant_372,Transaction_9757
9758,12488,Debit,2583.57,201942.88,2025-01-07 06:02:32.564362,Branch,Merchant_376,Transaction_9758
9759,13585,Debit,1686.17,159373.71,2025-05-16 06:02:32.564365,UPI,Merchant_286,Transaction_9759
9760,1149,Credit,3701.01,299193.06,2021-03-04 06:02:32.564371,Branch,,Transaction_9760
9761,9538,Credit,6048.64,302804.82,2020-12-05 06:02:32.564374,Online,Merchant_292,Transaction_9761
9762,10468,Credit,8670.77,109346.47,2021-12-17 06:02:32.564377,Branch,,Transaction_9762
9763,10472,Credit,9861.54,386881.89,2024-08-22 06:02:32.564380,UPI,,Transaction_9763
9764,5100,Credit,9510.51,173436.59,2026-03-12 06:02:32.564385,Branch,Merchant_336,Transaction_9764
9765,11052,Credit,3837.06,178002.68,2023-08-26 06:02:32.564388,Branch,,Transaction_9765
9766,14276,Credit,1155.34,48835.57,2024-12-21 06:02:32.564391,ATM,Merchant_13,Transaction_9766
9767,12044,Debit,2963.75,48889.15,2020-11-01 06:02:32.564395,ATM,Merchant_148,Transaction_9767
9768,14571,Debit,8216.44,162821.72,2024-12-14 06:02:32.564398,ATM,Merchant_172,Transaction_9768
9769,14736,Credit,8751.04,171066.1,2022-09-10 06:02:32.564402,Branch,Merchant_233,Transaction_9769
9770,14850,Debit,5238.7,210967.98,2025-12-07 06:02:32.564410,Online,Merchant_495,Transaction_9770
9771,13246,Credit,7255.09,423545.33,2024-03-06 06:02:32.564413,Online,Merchant_270,Transaction_9771
9772,7823,Credit,4232.02,239897.86,2022-04-18 06:02:32.564417,ATM,Merchant_425,Transaction_9772
9773,6,Credit,1023.57,185239.07,2021-12-15 06:02:32.564420,UPI,Merchant_339,Transaction_9773
9774,2442,Debit,3174.52,134280.17,2023-03-17 06:02:32.564423,Branch,Merchant_210,Transaction_9774
9775,2249,Debit,7547.84,343644.6,2021-11-28 06:02:32.564427,ATM,Merchant_478,Transaction_9775
9776,13690,Debit,2606.32,23114.1,2021-07-03 06:02:32.564431,ATM,Merchant_286,Transaction_9776
9777,10266,Debit,1412.81,427320.74,2023-03-19 06:02:32.564434,Branch,,Transaction_9777
9778,11688,Debit,5222.42,428203.44,2025-11-15 06:02:32.564440,Branch,Merchant_297,Transaction_9778
9779,5710,Credit,2727.76,268381.72,2023-12-24 06:02:32.564444,ATM,,Transaction_9779
9780,9813,Debit,8680.46,28461.54,2022-01-06 06:02:32.564447,ATM,Merchant_216,Transaction_9780
9781,9838,Debit,8325.33,369447.65,2022-05-23 06:02:32.564463,ATM,Merchant_369,Transaction_9781
9782,9028,Credit,9294.67,90843.95,2023-10-23 06:02:32.564469,ATM,Merchant_242,Transaction_9782
9783,3479,Debit,9936.17,75939.04,2025-03-25 06:02:32.564473,UPI,Merchant_265,Transaction_9783
9784,127,Debit,9718.34,221605.65,2023-04-25 06:02:32.564476,Online,,Transaction_9784
9785,8997,Debit,2218.47,399237.55,2021-11-19 06:02:32.564479,Branch,,Transaction_9785
9786,8746,Debit,107.38,120872.81,2023-03-13 06:02:32.564482,ATM,Merchant_192,Transaction_9786
9787,14668,Debit,5786.21,415950.83,2023-01-17 06:02:32.564486,Online,Merchant_280,Transaction_9787
9788,7672,Debit,8271.69,176735.41,2021-09-07 06:02:32.564489,Branch,,Transaction_9788
9789,3840,Credit,2834.79,174751.74,2024-07-04 06:02:32.564492,ATM,Merchant_308,Transaction_9789
9790,12668,Credit,4108.19,389147.07,2025-11-16 06:02:32.564498,UPI,Merchant_320,Transaction_9790
9791,10534,Debit,509.66,359639.44,2024-11-08 06:02:32.564501,Branch,,Transaction_9791
9792,14415,Credit,1073.58,362807.05,2021-02-14 06:02:32.564505,UPI,Merchant_129,Transaction_9792
9793,2406,Debit,1747.47,362015.75,2023-06-14 06:02:32.564509,Online,Merchant_416,Transaction_9793
9794,1360,Debit,4602.19,426653.54,2024-11-22 06:02:32.564512,ATM,,Transaction_9794
9795,11935,Credit,5900.64,447216.54,2024-09-10 06:02:32.564517,Online,Merchant_322,Transaction_9795
9796,1196,Credit,5218.52,237817.41,2022-03-03 06:02:32.564522,UPI,Merchant_90,Transaction_9796
9797,9285,Debit,6439.92,268441.86,2021-06-09 06:02:32.564534,Online,Merchant_158,Transaction_9797
9798,2722,Debit,6105.16,101736.59,2025-05-17 06:02:32.564538,ATM,Merchant_499,Transaction_9798
9799,10187,Debit,8984.6,265385.5,2024-09-15 06:02:32.564542,Branch,Merchant_19,Transaction_9799
9800,1491,Credit,7505.42,151708.76,2021-02-27 06:02:32.564545,Branch,Merchant_328,Transaction_9800
9801,8779,Debit,8373.88,77976.28,2026-03-28 06:02:32.564551,ATM,Merchant_24,Transaction_9801
9802,11126,Debit,4821.69,437853.78,2025-07-28 06:02:32.564554,ATM,,Transaction_9802
9803,6096,Credit,8175.01,284508.54,2022-01-31 06:02:32.564558,UPI,Merchant_349,Transaction_9803
9804,14532,Debit,9959.29,21127.82,2024-02-04 06:02:32.564561,UPI,Merchant_11,Transaction_9804
9805,6666,Debit,1096.71,452972.63,2026-03-03 06:02:32.564564,Online,Merchant_143,Transaction_9805
9806,241,Debit,5393.99,87849.03,2021-09-30 06:02:32.564567,UPI,Merchant_225,Transaction_9806
9807,7678,Credit,8453.56,477530.56,2021-11-07 06:02:32.564571,Branch,Merchant_194,Transaction_9807
9808,1539,Debit,4333.73,296317.3,2023-06-27 06:02:32.564574,UPI,Merchant_328,Transaction_9808
9809,3695,Credit,3321.19,193498.96,2023-03-22 06:02:32.564578,UPI,Merchant_101,Transaction_9809
9810,13348,Credit,4836.61,177746.93,2025-08-20 06:02:32.564581,ATM,Merchant_410,Transaction_9810
9811,5796,Debit,2364.66,58554.53,2025-02-03 06:02:32.564584,UPI,Merchant_169,Transaction_9811
9812,10831,Debit,7038.38,105707.38,2022-05-12 06:02:32.564588,UPI,Merchant_416,Transaction_9812
9813,3919,Credit,4917.75,39995.19,2023-07-11 06:02:32.564591,ATM,Merchant_328,Transaction_9813
9814,7427,Credit,9636.86,10172.16,2021-02-23 06:02:32.564594,Online,Merchant_34,Transaction_9814
9815,13153,Credit,4832.39,227986.08,2023-05-26 06:02:32.564600,UPI,Merchant_496,Transaction_9815
9816,11137,Debit,4628.14,261815.92,2021-12-22 06:02:32.564604,UPI,Merchant_146,Transaction_9816
9817,8518,Debit,5582.41,343514.65,2021-06-13 06:02:32.564608,UPI,Merchant_355,Transaction_9817
9818,2225,Credit,9143.49,255022.92,2023-07-31 06:02:32.564611,Online,,Transaction_9818
9819,4874,Debit,1891.1,179873.8,2021-04-22 06:02:32.564614,ATM,,Transaction_9819
9820,4015,Credit,3719.91,157742.03,2023-03-06 06:02:32.564617,UPI,Merchant_260,Transaction_9820
9821,4011,Credit,1467.83,187252.77,2024-04-18 06:02:32.564621,UPI,,Transaction_9821
9822,6318,Credit,4888.16,20690.89,2025-11-25 06:02:32.564624,Online,Merchant_21,Transaction_9822
9823,3968,Credit,2245.09,182990.52,2026-02-13 06:02:32.564627,UPI,Merchant_47,Transaction_9823
9824,1282,Debit,6368.08,224469.42,2024-12-15 06:02:32.564630,Branch,Merchant_145,Transaction_9824
9825,10950,Credit,5364.95,258187.84,2022-06-23 06:02:32.564636,Branch,Merchant_315,Transaction_9825
9826,14330,Debit,5313.54,388600.89,2024-03-31 06:02:32.564639,Branch,Merchant_263,Transaction_9826
9827,4243,Debit,804.55,348464.38,2022-06-24 06:02:32.564642,Branch,,Transaction_9827
9828,3225,Debit,5899.05,313089.95,2022-02-11 06:02:32.564645,UPI,Merchant_465,Transaction_9828
9829,11543,Debit,8858.34,136536.41,2023-07-14 06:02:32.564651,ATM,Merchant_246,Transaction_9829
9830,92,Debit,3513.14,399045.63,2023-09-16 06:02:32.564654,Branch,Merchant_27,Transaction_9830
9831,10543,Debit,2732.32,226214.58,2024-03-09 06:02:32.564657,UPI,Merchant_258,Transaction_9831
9832,5503,Credit,3387.13,159574.64,2024-06-05 06:02:32.564660,Online,Merchant_285,Transaction_9832
9833,1338,Credit,9236.55,265475.43,2025-09-22 06:02:32.564667,ATM,Merchant_130,Transaction_9833
9834,4478,Credit,4808.08,224389.76,2022-11-15 06:02:32.564670,UPI,,Transaction_9834
9835,2950,Debit,3957.32,18585.34,2021-06-14 06:02:32.564673,Online,Merchant_122,Transaction_9835
9836,4552,Credit,8015.23,191001.06,2024-03-11 06:02:32.564676,ATM,Merchant_114,Transaction_9836
9837,5710,Debit,7231.23,113075.46,2021-02-25 06:02:32.564680,Online,Merchant_323,Transaction_9837
9838,7131,Debit,3383.34,100061.92,2023-06-15 06:02:32.564690,UPI,Merchant_293,Transaction_9838
9839,5017,Credit,4566.31,238258.59,2020-11-15 06:02:32.564695,ATM,Merchant_105,Transaction_9839
9840,10216,Debit,664.73,165157.4,2021-11-01 06:02:32.564700,UPI,Merchant_182,Transaction_9840
9841,6783,Debit,6714.96,438446.89,2021-02-10 06:02:32.564720,ATM,Merchant_438,Transaction_9841
9842,3124,Debit,3232.74,329805.04,2022-08-05 06:02:32.564724,ATM,Merchant_257,Transaction_9842
9843,12377,Debit,5804.87,119804.62,2020-12-09 06:02:32.564728,UPI,,Transaction_9843
9844,12192,Debit,8644.84,342099.11,2025-08-17 06:02:32.564731,UPI,,Transaction_9844
9845,2846,Credit,6970.72,109247.96,2022-06-11 06:02:32.564734,Online,Merchant_469,Transaction_9845
9846,8717,Credit,7887.78,333049.7,2021-02-04 06:02:32.564738,UPI,Merchant_149,Transaction_9846
9847,8800,Credit,6315.37,320100.42,2025-02-17 06:02:32.564741,Branch,,Transaction_9847
9848,2930,Credit,4431.97,94812.95,2022-11-17 06:02:32.564744,ATM,Merchant_212,Transaction_9848
9849,8046,Credit,3901.2,499716.08,2024-04-26 06:02:32.564747,UPI,,Transaction_9849
9850,9499,Debit,2368.18,29483.73,2021-07-20 06:02:32.564750,Branch,Merchant_381,Transaction_9850
9851,12897,Credit,3514.84,174344.42,2022-01-10 06:02:32.564753,Branch,,Transaction_9851
9852,7710,Credit,8666.47,128602.31,2022-11-27 06:02:32.564759,UPI,Merchant_388,Transaction_9852
9853,14114,Credit,1824.22,4405.54,2024-09-27 06:02:32.564765,Online,Merchant_212,Transaction_9853
9854,7488,Debit,8285.55,39836.44,2021-12-20 06:02:32.564768,ATM,,Transaction_9854
9855,7878,Debit,3331.19,128497.32,2023-03-08 06:02:32.564772,UPI,Merchant_61,Transaction_9855
9856,1337,Debit,1558.36,474119.04,2021-08-15 06:02:32.564775,Online,Merchant_371,Transaction_9856
9857,5149,Credit,2583.83,496837.21,2023-02-11 06:02:32.564779,Online,Merchant_138,Transaction_9857
9858,5292,Credit,1615.14,233342.28,2023-07-03 06:02:32.564782,Online,Merchant_33,Transaction_9858
9859,1587,Credit,205.72,237607.34,2023-11-22 06:02:32.564785,Online,Merchant_242,Transaction_9859
9860,14136,Credit,7713.31,223259.37,2022-12-02 06:02:32.564789,Online,,Transaction_9860
9861,6983,Credit,9851.41,206043.27,2025-08-30 06:02:32.564795,ATM,Merchant_125,Transaction_9861
9862,13656,Debit,2352.31,460577.58,2023-02-24 06:02:32.564798,ATM,Merchant_157,Transaction_9862
9863,10288,Debit,4282.38,412755.21,2022-03-18 06:02:32.564802,Branch,Merchant_351,Transaction_9863
9864,1253,Debit,6431.83,93718.1,2023-03-26 06:02:32.564805,Online,,Transaction_9864
9865,603,Debit,1746.33,290368.72,2021-04-17 06:02:32.564808,ATM,Merchant_491,Transaction_9865
9866,8497,Credit,2828.56,328154.02,2022-03-05 06:02:32.564812,Branch,Merchant_385,Transaction_9866
9867,14956,Debit,4657.37,122806.14,2020-11-08 06:02:32.564815,Online,Merchant_68,Transaction_9867
9868,12642,Credit,6223.49,308333.24,2025-10-07 06:02:32.564819,Branch,Merchant_21,Transaction_9868
9869,4150,Credit,5236.43,69642.02,2023-08-06 06:02:32.564822,Branch,Merchant_356,Transaction_9869
9870,7488,Debit,5034.54,71737.28,2023-01-06 06:02:32.564828,Online,Merchant_194,Transaction_9870
9871,7680,Credit,4474.76,176950.73,2023-09-07 06:02:32.564831,UPI,,Transaction_9871
9872,4739,Debit,3555.48,423145.43,2026-04-13 06:02:32.564834,Online,Merchant_434,Transaction_9872
9873,7090,Debit,9153.42,15111.78,2021-09-01 06:02:32.564838,Online,,Transaction_9873
9874,10202,Credit,9693.45,116.16,2025-09-04 06:02:32.564840,Online,Merchant_408,Transaction_9874
9875,86,Debit,545.69,182215.69,2023-09-04 06:02:32.564844,UPI,Merchant_236,Transaction_9875
9876,1869,Credit,9016.7,484428.25,2022-05-11 06:02:32.564847,UPI,,Transaction_9876
9877,5178,Credit,5483.45,413861.43,2022-01-09 06:02:32.564850,UPI,Merchant_403,Transaction_9877
9878,9783,Debit,4242.21,9599.17,2024-01-28 06:02:32.564854,Online,Merchant_397,Transaction_9878
9879,14419,Debit,4373.13,38554.66,2025-02-03 06:02:32.564857,Online,Merchant_344,Transaction_9879
9880,13574,Credit,5622.67,88954.07,2024-01-29 06:02:32.564863,UPI,Merchant_116,Transaction_9880
9881,14116,Debit,4810.74,15528.45,2025-05-07 06:02:32.564866,ATM,Merchant_2,Transaction_9881
9882,10250,Credit,5338.56,147532.37,2021-07-30 06:02:32.564869,Online,Merchant_179,Transaction_9882
9883,11927,Credit,831.69,245826.33,2023-09-02 06:02:32.564873,Online,,Transaction_9883
9884,8667,Credit,111.61,467918.64,2021-10-19 06:02:32.564876,Online,,Transaction_9884
9885,7046,Debit,8968.08,183360.87,2023-03-07 06:02:32.564879,ATM,Merchant_427,Transaction_9885
9886,14477,Debit,1688.54,326498.4,2022-11-22 06:02:32.564882,Online,Merchant_223,Transaction_9886
9887,955,Credit,7033.12,201602.05,2022-11-20 06:02:32.564885,Branch,Merchant_15,Transaction_9887
9888,2374,Credit,6209.6,222961.35,2024-11-04 06:02:32.564891,Branch,Merchant_6,Transaction_9888
9889,3507,Credit,1693.44,281847.49,2024-03-12 06:02:32.564894,Online,Merchant_330,Transaction_9889
9890,14572,Credit,8278.14,346642.22,2021-12-13 06:02:32.564898,UPI,Merchant_258,Transaction_9890
9891,8706,Credit,4757.86,168395.89,2024-07-18 06:02:32.564901,Branch,,Transaction_9891
9892,4475,Credit,2818.06,100382.01,2025-07-07 06:02:32.564904,UPI,,Transaction_9892
9893,10017,Debit,6508.75,74221.6,2026-04-11 06:02:32.564911,Online,Merchant_86,Transaction_9893
9894,9580,Credit,8291.41,144416.85,2022-07-23 06:02:32.564914,Branch,,Transaction_9894
9895,14952,Credit,371.78,395887.49,2025-04-08 06:02:32.564918,Online,Merchant_116,Transaction_9895
9896,695,Credit,2144.49,333729.11,2021-03-15 06:02:32.564921,Online,Merchant_236,Transaction_9896
9897,6797,Credit,1.01,278560.49,2021-09-18 06:02:32.564925,Branch,,Transaction_9897
9898,364,Credit,9573.91,208949.19,2021-08-19 06:02:32.564930,UPI,,Transaction_9898
9899,11521,Debit,7102.81,350000.65,2021-05-10 06:02:32.564933,UPI,Merchant_254,Transaction_9899
9900,4799,Credit,2812.49,153713.88,2021-06-12 06:02:32.564936,UPI,Merchant_110,Transaction_9900
9901,3290,Debit,6532.89,344872.96,2022-01-31 06:02:32.564939,ATM,Merchant_477,Transaction_9901
9902,12196,Credit,4175.58,223538.64,2021-01-05 06:02:32.564943,Online,Merchant_134,Transaction_9902
9903,2785,Credit,1992.36,318429.67,2024-11-02 06:02:32.564946,Branch,Merchant_259,Transaction_9903
9904,8885,Debit,6274.69,369118.77,2022-06-17 06:02:32.564951,Branch,Merchant_334,Transaction_9904
9905,4697,Debit,1794.89,16897.36,2021-03-09 06:02:32.564955,UPI,Merchant_136,Transaction_9905
9906,13833,Debit,3956.35,212087.56,2025-06-28 06:02:32.564960,Branch,,Transaction_9906
9907,13445,Credit,2697.03,269610.85,2022-12-04 06:02:32.564964,UPI,Merchant_374,Transaction_9907
9908,6656,Debit,6882.11,287406.61,2025-05-24 06:02:32.564967,UPI,Merchant_17,Transaction_9908
9909,7580,Credit,3663.9,397138.11,2023-06-29 06:02:32.564970,UPI,Merchant_132,Transaction_9909
9910,13022,Credit,251.02,332866.69,2022-10-08 06:02:32.564973,Branch,Merchant_28,Transaction_9910
9911,2305,Credit,9291.02,59569.62,2024-10-12 06:02:32.564977,UPI,Merchant_184,Transaction_9911
9912,13616,Debit,1507.02,433805.57,2024-02-06 06:02:32.564980,Branch,,Transaction_9912
9913,13649,Debit,4162.0,22420.12,2024-04-27 06:02:32.564983,Branch,Merchant_475,Transaction_9913
9914,12798,Debit,1020.65,248531.29,2021-02-17 06:02:32.564986,Online,Merchant_120,Transaction_9914
9915,1311,Debit,6468.32,418802.23,2026-01-30 06:02:32.564989,Branch,Merchant_490,Transaction_9915
9916,7434,Credit,3223.98,293048.53,2026-02-21 06:02:32.564993,Branch,,Transaction_9916
9917,6976,Debit,6652.07,289383.76,2025-08-20 06:02:32.564995,UPI,Merchant_461,Transaction_9917
9918,14689,Debit,3940.1,184850.52,2021-09-13 06:02:32.565000,ATM,Merchant_493,Transaction_9918
9919,8593,Debit,5471.3,194625.55,2024-07-10 06:02:32.565003,Online,Merchant_16,Transaction_9919
9920,7152,Debit,7446.83,85065.26,2021-10-22 06:02:32.565006,UPI,Merchant_138,Transaction_9920
9921,13112,Credit,6059.71,446481.81,2022-09-05 06:02:32.565010,ATM,Merchant_69,Transaction_9921
9922,1253,Credit,3268.37,370733.85,2022-09-03 06:02:32.565013,UPI,Merchant_30,Transaction_9922
9923,12209,Credit,1375.08,121034.72,2021-08-29 06:02:32.565016,ATM,Merchant_321,Transaction_9923
9924,12668,Debit,4972.37,9319.16,2026-02-16 06:02:32.565019,Online,,Transaction_9924
9925,4138,Credit,6719.23,353670.44,2022-05-27 06:02:32.565027,Online,Merchant_335,Transaction_9925
9926,12643,Credit,4676.99,245815.62,2024-01-08 06:02:32.565031,Online,Merchant_487,Transaction_9926
9927,3800,Credit,2266.62,306260.62,2020-12-21 06:02:32.565035,Branch,Merchant_144,Transaction_9927
9928,7555,Credit,6112.23,181056.64,2022-10-21 06:02:32.565038,Branch,Merchant_418,Transaction_9928
9929,6744,Credit,6802.2,112540.47,2022-07-10 06:02:32.565041,ATM,Merchant_109,Transaction_9929
9930,4654,Debit,7016.25,13135.84,2024-04-07 06:02:32.565045,Online,Merchant_298,Transaction_9930
9931,3179,Debit,8356.41,39531.05,2022-10-01 06:02:32.565048,ATM,Merchant_249,Transaction_9931
9932,5800,Debit,2501.15,117265.86,2020-12-19 06:02:32.565051,UPI,,Transaction_9932
9933,5625,Debit,477.23,206400.06,2022-02-06 06:02:32.565056,UPI,Merchant_111,Transaction_9933
9934,1960,Credit,8112.14,440410.99,2023-12-25 06:02:32.565060,Branch,Merchant_207,Transaction_9934
9935,9110,Credit,7891.75,477162.35,2023-11-28 06:02:32.565064,UPI,Merchant_100,Transaction_9935
9936,10621,Credit,4076.96,235390.94,2023-03-08 06:02:32.565067,UPI,Merchant_169,Transaction_9936
