account_id,customer_id,branch_id,account_type,account_status,balance,opened_date,closed_date
9006,8310,95,Savings,Closed,270720.1,2025-04-22,2026-01-28
9007,13199,84,Salary,Closed,301795.2,2022-12-02,2025-09-02
9008,13296,99,Savings,Inactive,166844.96,2022-09-01,2025-02-23
9009,14298,1,Savings,Closed,150484.67,2024-11-08,2026-04-09
9010,14915,42,Salary,Closed,182189.14,2025-07-03,2025-04-10
9011,12610,16,Current,Closed,377228.17,2020-11-09,2025-01-08
9012,1098,41,Salary,Inactive,96952.42,2021-01-13,2024-12-10
9013,5162,80,Current,Active,250834.18,2023-02-13,2025-07-19
9014,10614,48,Current,Inactive,463112.12,2025-02-19,
9015,4431,79,Savings,Inactive,230944.86,2023-07-13,2025-12-23
9016,3154,30,Savings,Active,18552.9,2023-11-21,
9017,14035,67,Current,Closed,361780.96,2025-02-05,2025-10-01
9018,1092,86,Savings,Inactive,353166.6,2025-12-03,2025-08-31
9019,9274,55,Current,Active,41810.8,2022-06-22,2025-11-15
9020,5910,62,Savings,Closed,482353.15,2021-11-21,
9021,13241,17,Current,Inactive,247579.84,2021-09-23,2025-12-31
9022,3699,40,Salary,Closed,353435.64,2024-10-26,2026-02-28
9023,4503,29,Salary,Inactive,29148.03,2026-01-27,2026-03-12
9024,11211,90,Salary,Inactive,193470.16,2021-05-26,2026-02-04
9025,14172,64,Current,Active,290010.22,2024-10-08,2025-08-29
9026,2047,40,Salary,Active,331085.38,2022-09-14,2025-06-17
9027,5875,44,Savings,Active,242648.62,2022-03-22,2025-02-22
9028,2109,52,Savings,Active,202038.85,2021-12-05,2025-11-18
9029,6453,32,Salary,Closed,401593.42,2026-03-29,2025-12-23
9030,13433,79,Savings,Closed,100398.78,2022-10-21,
9031,6564,87,Current,Inactive,417794.63,2021-09-09,
9032,13958,42,Savings,Inactive,66804.77,2022-09-17,2025-08-17
9033,13536,21,Savings,Inactive,460765.68,2025-08-03,
9034,7814,97,Savings,Inactive,486383.22,2025-02-05,2025-03-11
9035,14757,81,Savings,Inactive,437048.74,2021-06-30,2025-10-28
9036,10839,49,Current,Inactive,35836.39,2021-05-07,2025-11-28
9037,7756,73,Current,Closed,233305.58,2021-11-15,2025-11-26
9038,6619,3,Current,Active,330277.59,2021-01-07,
9039,2670,55,Salary,Inactive,156595.46,2023-03-28,2025-03-27
9040,4191,35,Current,Inactive,68419.76,2026-02-23,2026-04-23
9041,9373,63,Salary,Active,135765.3,2023-01-02,2025-07-08
9042,6853,82,Salary,Inactive,27853.57,2024-02-08,2025-04-30
9043,2204,70,Savings,Closed,322738.2,2025-01-10,2025-05-20
9044,8278,94,Salary,Closed,77192.83,2025-07-06,
9045,10994,18,Savings,Inactive,448744.95,2025-07-29,
9046,12127,69,Savings,Active,33717.47,2025-09-19,2025-10-15
9047,11347,32,Savings,Inactive,408434.99,2022-10-09,2025-06-26
9048,849,39,Savings,Active,449354.4,2022-09-10,2025-07-16
9049,13242,44,Savings,Inactive,183739.98,2024-10-22,
9050,10983,90,Current,Closed,136445.69,2024-09-19,2025-10-14
9051,6135,10,Salary,Closed,320642.78,2023-04-09,
9052,8551,57,Current,Closed,131466.61,2023-08-12,2025-08-05
9053,3590,68,Current,Closed,401369.87,2021-07-08,2025-07-15
9054,6550,82,Current,Inactive,155075.09,2025-05-13,
9055,14754,84,Salary,Active,114445.69,2023-03-10,2026-02-14
9056,3095,14,Savings,Closed,246189.04,2022-03-02,2025-11-11
9057,6926,27,Salary,Active,406717.01,2025-06-14,2024-12-18
9058,3254,65,Current,Closed,465390.03,2025-03-06,2025-05-22
9059,5328,64,Current,Closed,486623.39,2025-07-13,2025-05-31
9060,9713,72,Salary,Active,207604.42,2024-11-01,2025-06-23
9061,9214,8,Current,Active,374663.69,2024-05-06,2025-04-02
9062,8350,67,Current,Closed,67379.32,2025-01-25,2026-03-13
9063,1221,29,Current,Active,136569.44,2021-07-17,2025-06-25
9064,5615,35,Salary,Inactive,319083.89,2023-07-01,2026-03-27
9065,14594,48,Current,Closed,28359.69,2022-05-24,2025-03-03
9066,2032,68,Current,Closed,491688.94,2025-01-23,2025-02-02
9067,7655,16,Current,Closed,277023.57,2023-03-30,2025-09-11
9068,13031,89,Savings,Closed,446809.95,2022-09-16,2025-03-03
9069,830,35,Current,Inactive,271485.76,2025-09-27,2025-04-11
9070,7230,34,Salary,Closed,276288.2,2022-05-14,
9071,12721,49,Current,Active,370166.21,2022-01-08,2026-01-04
9072,2427,52,Current,Active,84936.41,2023-09-13,2026-02-24
9073,7788,14,Savings,Active,206753.87,2025-07-13,2025-01-07
9074,9367,81,Savings,Closed,64072.33,2022-06-10,
9075,10592,25,Salary,Active,496940.59,2022-07-30,2025-09-09
9076,11312,89,Salary,Inactive,38913.18,2025-10-28,2025-09-13
9077,11757,74,Savings,Active,199856.05,2025-05-09,2025-08-20
9078,4480,95,Savings,Inactive,147487.19,2021-11-11,2025-12-16
9079,13484,41,Savings,Closed,326053.96,2025-08-15,2025-01-29
9080,9620,61,Savings,Inactive,42244.33,2020-12-26,
9081,4686,100,Salary,Active,390380.55,2024-07-20,2025-10-29
9082,10642,16,Savings,Active,254262.97,2023-08-21,
9083,9949,30,Salary,Active,96387.42,2024-05-07,2026-02-04
9084,13612,34,Current,Active,336110.52,2022-09-25,2025-06-28
9085,234,76,Current,Inactive,494323.68,2021-08-18,2025-08-09
9086,3403,68,Savings,Active,396499.81,2024-08-29,2025-04-03
9087,13821,26,Salary,Inactive,488876.65,2023-11-18,2026-04-02
9088,9298,29,Savings,Active,333181.33,2020-12-15,
9089,7614,58,Salary,Inactive,3440.07,2023-02-13,2025-03-14
9090,7476,12,Savings,Closed,351044.44,2022-11-12,2025-06-14
9091,3961,19,Current,Inactive,418190.71,2020-11-23,2025-10-24
9092,140,90,Salary,Closed,401132.61,2025-08-06,2026-04-02
9093,11804,4,Savings,Inactive,362067.48,2024-03-19,2025-10-09
9094,8680,77,Salary,Closed,285271.36,2022-04-03,2025-12-29
9095,8739,28,Salary,Inactive,7810.68,2025-02-13,
9096,5437,40,Current,Active,166119.76,2025-06-26,2025-08-16
9097,10914,43,Savings,Closed,2409.65,2025-05-23,2025-01-17
9098,13801,66,Savings,Inactive,22818.99,2022-12-03,2026-03-09
9099,7125,75,Savings,Inactive,320929.07,2023-10-04,2025-01-13
9100,1105,13,Salary,Active,345879.95,2021-06-26,2025-09-30
9101,9485,79,Current,Closed,384700.17,2024-07-31,2025-05-10
9102,11263,83,Current,Closed,380294.3,2024-05-29,2024-12-20
9103,12093,23,Savings,Inactive,436793.51,2025-04-02,2026-01-03
9104,9196,45,Salary,Inactive,334542.86,2020-12-07,2025-01-18
9105,9147,22,Salary,Closed,466047.88,2025-05-18,2025-07-29
9106,6839,78,Current,Inactive,365571.25,2026-03-21,2026-04-16
9107,11252,70,Current,Active,311008.8,2022-05-17,2025-08-27
9108,1557,30,Salary,Inactive,248979.97,2021-09-01,2026-02-17
9109,13176,73,Savings,Active,267967.35,2023-08-21,2025-03-30
9110,8725,18,Salary,Closed,377942.39,2021-05-20,2025-11-02
9111,14518,22,Salary,Inactive,99491.16,2023-04-02,2025-11-15
9112,1775,33,Salary,Active,422879.22,2021-02-23,
9113,9471,79,Savings,Closed,245888.07,2020-11-09,2025-10-28
9114,9405,41,Salary,Inactive,458882.22,2023-12-01,2025-02-05
9115,14148,65,Current,Closed,33211.79,2021-06-19,2026-02-12
9116,1501,96,Current,Closed,490562.59,2025-10-04,2025-05-30
9117,10658,23,Savings,Closed,118550.31,2021-08-03,2025-02-26
9118,1406,60,Current,Inactive,369095.73,2022-12-09,2025-10-05
9119,12646,98,Current,Inactive,251151.16,2025-11-01,2025-08-04
9120,4014,26,Salary,Closed,374939.65,2025-10-13,2025-03-31
9121,7668,43,Savings,Closed,188256.34,2022-11-23,
9122,13285,30,Current,Closed,463841.68,2025-02-13,2025-12-13
9123,8427,61,Salary,Active,148012.88,2021-03-20,2025-08-10
9124,1131,32,Salary,Active,290559.68,2023-06-22,
9125,7542,88,Salary,Active,468178.8,2022-08-03,2025-07-22
9126,3571,76,Savings,Inactive,154068.47,2024-02-06,2025-05-19
9127,14852,65,Current,Closed,221916.38,2024-03-02,
9128,5980,46,Savings,Inactive,497291.44,2022-07-28,
9129,14585,32,Current,Active,51058.96,2021-10-27,2025-10-11
9130,12419,42,Current,Closed,375941.26,2023-11-23,
9131,2846,48,Savings,Inactive,361843.53,2022-02-05,2025-10-20
9132,8559,19,Salary,Closed,18510.9,2021-01-26,
9133,3463,92,Current,Active,433546.33,2021-03-06,
9134,2035,4,Current,Active,293032.03,2023-05-08,2025-03-02
9135,1204,32,Salary,Closed,223654.77,2025-08-29,2025-02-20
9136,5568,71,Current,Active,39502.88,2025-07-25,2025-04-21
9137,1440,80,Savings,Inactive,35262.9,2021-12-09,2025-10-01
9138,8971,99,Current,Active,171302.42,2022-04-18,
9139,5659,46,Current,Active,166474.69,2023-10-03,2025-04-09
9140,11246,57,Current,Active,374329.57,2021-12-07,
9141,13546,6,Savings,Active,43998.36,2022-02-18,2026-03-25
9142,7870,68,Current,Inactive,8784.43,2022-11-15,2024-12-29
9143,11648,22,Current,Closed,227851.6,2026-03-24,2025-01-30
9144,6281,79,Savings,Closed,143426.79,2024-02-13,
9145,12472,31,Savings,Inactive,407748.17,2022-07-28,2026-01-22
9146,3985,54,Salary,Inactive,227282.28,2022-10-05,2025-07-27
9147,11400,46,Salary,Inactive,151782.16,2025-03-21,2025-11-28
9148,5928,31,Salary,Inactive,184375.62,2026-03-24,2025-03-24
9149,13369,96,Savings,Active,112316.42,2023-07-22,2025-05-12
9150,6587,42,Salary,Inactive,179812.58,2021-05-03,2025-11-10
9151,4254,66,Savings,Active,327024.97,2024-10-09,
9152,7770,99,Current,Inactive,413576.38,2022-11-04,
9153,7333,75,Current,Inactive,160470.63,2025-04-27,2025-04-07
9154,3402,95,Savings,Inactive,372068.01,2023-07-01,2025-11-12
9155,13685,69,Savings,Active,323637.43,2025-06-10,2025-09-06
9156,6901,89,Salary,Closed,75884.89,2026-01-31,2025-12-31
9157,3478,10,Current,Inactive,470022.35,2022-12-15,
9158,436,25,Salary,Inactive,498093.62,2021-03-03,2025-03-18
9159,760,56,Salary,Inactive,149767.76,2023-02-20,2026-04-08
9160,13010,50,Savings,Inactive,65593.59,2025-01-21,2025-03-29
9161,8213,7,Current,Inactive,489904.29,2024-04-17,
9162,6828,85,Salary,Closed,188652.04,2022-11-08,2025-05-22
9163,11350,73,Salary,Active,330687.62,2025-07-21,2025-12-11
9164,13106,73,Current,Active,151821.66,2024-05-26,
9165,14861,1,Current,Active,97811.82,2024-11-25,2025-11-12
9166,11997,14,Current,Active,204645.14,2026-03-23,2025-05-10
9167,4674,49,Savings,Inactive,248370.56,2022-04-14,2025-10-04
9168,2286,88,Salary,Inactive,113315.1,2020-12-26,2026-01-06
9169,7004,73,Savings,Inactive,138204.94,2025-09-06,2025-05-31
9170,2918,73,Salary,Inactive,437169.49,2023-10-03,2025-03-13
9171,13034,15,Current,Inactive,177745.63,2022-11-12,2025-01-19
9172,8283,6,Savings,Active,344976.22,2024-09-03,2025-02-28
9173,3237,78,Salary,Closed,305432.71,2023-03-28,2025-04-02
9174,3533,42,Current,Inactive,414796.19,2023-04-05,
9175,9977,8,Savings,Closed,490956.59,2021-08-01,2025-11-23
9176,1223,50,Savings,Inactive,154753.7,2021-05-24,2024-12-30
9177,3582,69,Current,Closed,65144.87,2021-08-09,
9178,10856,17,Salary,Inactive,62048.29,2022-07-31,2025-03-01
9179,12562,54,Current,Closed,381891.92,2024-05-09,2026-01-14
9180,11062,21,Current,Active,42839.33,2023-07-18,2025-05-27
9181,1014,25,Salary,Active,470847.74,2024-08-02,2026-03-13
9182,2386,83,Current,Closed,88434.36,2022-10-07,2025-08-27
9183,9297,49,Current,Closed,139716.74,2021-10-11,2025-01-23
9184,11034,69,Savings,Inactive,306798.49,2025-08-24,2025-03-07
9185,7344,87,Current,Inactive,304540.98,2023-01-03,2025-10-03
9186,9042,63,Salary,Closed,428698.27,2022-08-25,2025-01-04
9187,8504,63,Savings,Active,307859.73,2023-05-29,2025-11-10
9188,5358,53,Savings,Active,210340.57,2021-06-07,2026-01-29
9189,11722,8,Current,Inactive,231397.01,2020-12-13,
9190,3018,91,Current,Inactive,391367.82,2022-12-31,2025-02-27
9191,8890,40,Current,Active,492232.65,2025-09-08,2026-02-08
9192,10708,51,Salary,Inactive,86853.85,2023-08-01,
9193,8943,15,Salary,Closed,471963.62,2022-08-31,2025-08-24
9194,12202,29,Savings,Active,148998.02,2020-12-14,2025-03-10
9195,6629,1,Savings,Closed,207923.12,2025-10-22,2025-07-09
9196,5125,41,Current,Active,255155.33,2023-10-18,2024-12-17
9197,6871,90,Salary,Inactive,167883.97,2021-11-08,2025-07-17
9198,4700,2,Savings,Inactive,336842.44,2022-08-26,2025-09-29
9199,2514,92,Salary,Active,75590.17,2021-05-07,2026-03-05
9200,6158,18,Current,Closed,80916.18,2021-04-16,2026-04-16
9201,13696,83,Current,Inactive,158538.17,2021-03-25,
9202,6620,39,Salary,Active,456815.36,2025-09-28,2025-06-16
9203,9339,63,Savings,Closed,449116.85,2022-06-23,
9204,4429,69,Savings,Closed,135548.58,2024-11-27,2025-04-30
9205,14320,36,Salary,Active,356986.1,2025-04-28,2025-09-18
9206,3357,48,Savings,Inactive,297271.34,2025-11-22,2025-12-21
9207,5801,81,Current,Active,347036.36,2026-02-15,2026-03-30
9208,2447,12,Savings,Closed,334503.92,2025-05-22,2025-08-14
9209,1255,21,Salary,Closed,27906.59,2025-05-03,2025-08-02
9210,9699,46,Current,Inactive,162918.59,2024-05-24,2025-08-15
9211,602,65,Salary,Closed,166434.89,2025-01-11,2025-12-06
9212,989,57,Savings,Closed,292223.16,2022-04-02,2025-09-23
9213,11510,41,Salary,Closed,478817.36,2025-08-13,2025-05-07
9214,13198,50,Current,Inactive,322148.07,2024-06-21,
9215,2846,36,Current,Closed,81717.78,2025-07-04,2026-04-08
9216,12409,76,Salary,Closed,150808.32,2024-09-05,2025-12-28
9217,10907,75,Savings,Inactive,421349.26,2021-07-27,2025-07-08
9218,7934,62,Salary,Inactive,349231.55,2022-03-19,2025-01-30
9219,6681,62,Salary,Closed,91237.2,2024-11-19,2025-11-17
9220,7658,86,Savings,Active,474270.08,2021-04-21,2026-03-25
9221,14043,7,Current,Closed,433069.65,2025-10-12,2025-04-15
9222,2097,19,Current,Closed,355762.45,2023-05-30,2025-08-29
9223,7355,68,Current,Inactive,486893.0,2025-01-25,2025-01-23
9224,110,100,Savings,Closed,422005.54,2023-05-05,
9225,8403,52,Savings,Closed,44239.21,2022-05-25,2026-01-21
9226,12122,85,Salary,Closed,59143.43,2021-06-13,2025-07-15
9227,13621,2,Savings,Inactive,393516.22,2026-01-02,2025-01-31
9228,6650,88,Savings,Active,387624.78,2024-08-07,2026-03-17
9229,3573,70,Current,Closed,15293.08,2023-10-14,2025-08-29
9230,7903,17,Savings,Closed,1486.59,2024-08-30,2025-01-31
9231,9078,12,Salary,Inactive,306239.72,2022-11-25,2025-05-12
9232,4142,22,Salary,Active,264832.5,2023-09-20,2026-03-27
9233,7698,57,Savings,Inactive,82834.23,2023-07-28,
9234,13509,59,Savings,Active,434563.89,2020-11-01,2025-10-06
9235,5782,12,Current,Active,105416.88,2026-04-04,2025-01-08
9236,3903,26,Salary,Active,415218.99,2022-09-08,2025-03-22
9237,4382,58,Salary,Closed,367720.49,2025-01-19,2026-01-07
9238,2349,20,Salary,Inactive,41872.98,2026-02-07,2025-05-08
9239,10465,12,Savings,Closed,39364.07,2025-08-20,
9240,1408,14,Savings,Inactive,423091.6,2021-07-12,
9241,14,2,Savings,Inactive,190446.74,2025-07-30,2024-12-31
9242,3886,6,Salary,Active,406864.36,2021-03-12,2025-04-02
9243,10668,6,Salary,Inactive,39883.36,2021-05-23,2025-05-20
9244,9569,67,Current,Closed,171684.0,2024-07-18,
9245,4633,81,Savings,Inactive,242241.89,2023-06-10,2026-02-17
9246,11614,80,Salary,Closed,270808.77,2024-05-14,2025-06-24
9247,12470,75,Salary,Inactive,162762.12,2021-06-15,2025-11-15
9248,5462,10,Salary,Closed,55585.72,2021-12-20,
9249,6727,63,Salary,Closed,287373.09,2024-09-21,2025-09-01
9250,8764,2,Savings,Active,334481.18,2025-02-10,
9251,7908,74,Current,Closed,116752.53,2021-10-30,2025-07-11
9252,8436,17,Current,Active,349288.45,2021-12-03,2025-11-20
9253,1056,90,Current,Closed,328755.14,2024-04-24,2024-12-21
9254,14528,78,Savings,Inactive,346261.08,2022-06-18,
9255,6158,40,Savings,Closed,7521.53,2023-06-03,2025-07-30
9256,1727,38,Savings,Active,462144.98,2025-02-12,2025-04-12
9257,2742,68,Savings,Inactive,320427.07,2024-08-02,2026-04-01
9258,8898,46,Salary,Closed,413795.51,2023-02-02,
9259,2982,45,Savings,Closed,478334.5,2024-02-22,2025-09-04
9260,7634,57,Savings,Active,218519.72,2023-06-07,2025-09-11
9261,7761,59,Current,Closed,36824.09,2024-02-16,2025-12-05
9262,9641,2,Salary,Active,165625.07,2025-04-30,2025-02-17
9263,1438,31,Current,Inactive,427206.54,2023-03-03,
9264,13493,12,Savings,Closed,37371.95,2021-01-20,2025-09-06
9265,13705,16,Current,Active,19976.33,2024-10-24,2025-04-26
9266,12464,41,Current,Closed,396236.03,2021-11-10,2026-03-27
9267,13467,50,Salary,Active,292482.41,2025-01-03,2025-08-09
9268,7219,2,Savings,Active,420851.14,2023-03-06,2025-08-06
9269,2584,24,Current,Inactive,230734.85,2025-12-12,
9270,4512,22,Current,Active,412425.18,2021-03-16,2026-03-26
9271,9771,51,Salary,Active,64945.48,2021-04-08,
9272,4025,3,Current,Active,386937.36,2024-08-09,2025-02-22
9273,4621,94,Salary,Closed,62240.86,2026-03-21,2025-04-05
9274,8850,49,Salary,Inactive,104504.96,2026-01-01,2026-04-03
9275,1350,1,Salary,Inactive,355563.39,2021-10-11,2025-07-25
9276,14622,29,Current,Closed,17360.55,2025-08-21,2025-05-16
9277,5087,98,Salary,Inactive,302561.89,2024-05-18,2026-04-05
9278,553,48,Savings,Active,174242.64,2022-07-07,
9279,11126,43,Current,Active,375515.04,2023-06-15,2025-08-04
9280,10519,78,Current,Active,448726.74,2022-11-19,2026-02-28
9281,12527,79,Savings,Closed,32014.66,2023-12-08,2025-06-17
9282,9851,59,Salary,Active,280270.11,2024-02-05,
9283,1376,87,Savings,Inactive,180367.64,2021-09-06,
9284,12754,71,Salary,Active,48716.87,2024-10-19,2025-02-09
9285,7995,99,Savings,Active,43349.8,2024-05-18,2025-02-05
9286,5284,64,Savings,Active,382669.59,2021-07-21,2025-12-30
9287,2109,1,Savings,Active,106567.68,2023-04-20,2025-10-24
9288,2826,23,Current,Inactive,190837.77,2025-03-07,
9289,12339,72,Salary,Closed,22863.07,2021-04-23,
9290,11101,29,Savings,Closed,278370.9,2025-06-30,2026-01-17
9291,5609,49,Salary,Inactive,438765.8,2025-02-23,2025-03-29
9292,11309,48,Salary,Closed,30356.53,2021-05-13,2025-08-08
9293,10777,69,Current,Closed,83408.43,2024-05-05,2025-02-13
9294,4858,36,Current,Closed,103764.8,2025-06-05,
9295,2008,79,Salary,Inactive,420642.35,2024-04-11,2024-12-11
9296,12691,22,Savings,Active,305943.88,2021-08-12,2025-02-09
9297,91,93,Salary,Inactive,358063.2,2023-04-08,2025-11-23
9298,12481,68,Salary,Active,397952.09,2021-11-18,2024-12-15
9299,2994,91,Savings,Closed,20861.07,2022-05-11,2025-02-09
9300,7455,44,Savings,Closed,91031.18,2025-09-20,2025-03-10
9301,6933,6,Salary,Active,305783.73,2022-05-11,2025-06-24
9302,4752,1,Savings,Closed,34660.51,2024-02-03,2025-12-19
9303,8372,74,Salary,Active,470082.1,2021-10-10,2025-08-11
9304,13340,16,Savings,Inactive,94283.68,2023-02-24,2026-02-12
9305,707,75,Savings,Inactive,60006.84,2024-08-04,2025-04-04
9306,4890,72,Savings,Active,485491.89,2023-04-22,2026-02-09
9307,3262,5,Salary,Active,285031.36,2023-05-15,2025-05-30
9308,620,35,Current,Inactive,325854.02,2022-04-30,2025-05-31
9309,9070,28,Current,Closed,397964.71,2021-02-18,2025-11-17
9310,5488,21,Savings,Active,17766.14,2021-06-29,2025-12-24
9311,5441,62,Savings,Active,385811.8,2023-11-10,2025-02-13
9312,4089,69,Savings,Closed,309756.03,2022-02-04,2026-02-13
9313,6653,34,Savings,Active,482304.9,2023-06-01,2025-04-06
9314,14347,97,Current,Inactive,376725.01,2023-06-14,2025-01-09
9315,13523,52,Savings,Closed,421887.91,2025-05-15,2025-09-04
9316,6941,43,Savings,Inactive,67011.17,2023-07-25,
9317,8934,79,Current,Active,287122.74,2022-04-07,2025-12-08
9318,8428,36,Current,Active,239426.53,2022-09-25,
9319,1746,80,Savings,Active,102531.51,2026-04-04,2026-01-21
9320,12855,67,Current,Inactive,101511.23,2023-10-18,2025-09-02
9321,6825,53,Current,Closed,138338.08,2024-10-16,2026-03-11
9322,8514,66,Current,Closed,114039.17,2025-09-21,2026-02-07
9323,7111,72,Salary,Closed,79842.36,2025-10-27,2026-04-20
9324,4618,62,Salary,Inactive,95152.34,2024-08-28,
9325,631,48,Salary,Inactive,272997.29,2022-11-06,2026-02-11
9326,1564,37,Savings,Closed,398918.06,2025-12-01,
9327,5223,37,Salary,Active,494837.82,2025-06-09,2026-02-07
9328,331,47,Salary,Active,217392.55,2021-11-22,2025-12-24
9329,8755,43,Savings,Inactive,91545.27,2025-07-11,2024-12-11
9330,9033,84,Salary,Active,483887.52,2025-03-03,2025-01-18
9331,14402,66,Savings,Active,446671.0,2025-05-25,2025-10-29
9332,13148,65,Current,Active,255116.39,2021-11-19,2026-03-24
9333,2946,85,Salary,Active,61349.34,2021-02-23,2025-09-15
9334,10903,61,Salary,Active,91693.37,2021-09-26,2025-12-19
9335,6063,24,Current,Closed,277111.15,2023-11-23,2025-12-31
9336,1923,63,Savings,Active,393636.29,2024-08-05,2026-03-13
9337,10488,68,Current,Inactive,139861.4,2022-08-30,
9338,2410,68,Savings,Inactive,280232.12,2026-02-01,2025-07-26
9339,11255,84,Savings,Active,121765.13,2023-05-01,
9340,11345,41,Salary,Closed,223989.6,2023-05-27,
9341,11037,83,Salary,Active,99582.5,2023-04-28,
9342,3305,28,Savings,Active,445677.54,2022-12-12,2025-11-14
9343,2312,60,Current,Closed,268840.82,2023-01-27,2025-12-16
9344,14510,21,Salary,Inactive,66315.95,2024-10-16,2025-12-10
9345,11036,21,Savings,Closed,192491.44,2022-04-26,2025-02-19
9346,14567,48,Salary,Inactive,81578.46,2023-08-13,2025-09-22
9347,10195,14,Savings,Active,468782.0,2025-12-07,2025-05-18
9348,9391,94,Salary,Inactive,166134.83,2021-04-13,
9349,8212,8,Current,Active,248067.19,2021-11-13,2026-04-23
9350,14221,81,Salary,Inactive,443284.59,2025-11-07,
9351,12594,14,Savings,Active,445967.41,2025-11-22,
9352,10129,11,Current,Inactive,9918.32,2026-04-08,2025-11-07
9353,10799,60,Salary,Active,302563.9,2024-05-19,2025-01-03
9354,3953,51,Salary,Active,204871.78,2021-10-27,2025-09-25
9355,2974,30,Savings,Closed,133151.41,2025-10-13,2025-01-17
9356,8421,77,Current,Inactive,9890.38,2022-09-15,2025-06-25
9357,9768,45,Savings,Closed,127440.32,2022-03-29,
9358,749,70,Current,Closed,255170.47,2026-04-23,2025-10-03
9359,12451,46,Current,Active,172910.83,2024-08-12,
9360,9971,36,Current,Inactive,36866.4,2022-08-12,2025-07-29
9361,14847,42,Savings,Active,263789.44,2025-11-18,
9362,4785,47,Savings,Closed,139221.07,2024-01-29,2026-02-02
9363,9590,75,Savings,Inactive,487172.57,2021-02-08,2025-12-16
9364,5581,93,Salary,Closed,307693.78,2023-09-08,2026-02-27
9365,2642,7,Savings,Closed,220467.31,2023-01-01,2025-05-15
9366,14788,5,Current,Active,354879.21,2025-11-09,2026-02-25
9367,5609,23,Savings,Closed,243078.19,2023-07-08,2026-01-25
9368,11039,88,Salary,Inactive,464963.31,2025-01-12,2025-03-09
9369,8255,53,Current,Inactive,44266.83,2023-11-04,2026-01-28
9370,8660,5,Current,Closed,211454.56,2023-09-05,2025-04-04
9371,4691,61,Salary,Active,157320.24,2024-10-22,2025-08-30
9372,3438,94,Salary,Closed,264611.58,2024-07-02,2025-08-09
9373,12672,48,Savings,Inactive,447128.36,2025-05-03,2025-04-29
9374,10150,18,Salary,Inactive,319535.67,2021-11-26,2025-02-05
9375,7412,93,Savings,Closed,154788.5,2023-01-22,2025-03-21
9376,303,43,Salary,Closed,95581.46,2026-03-12,
9377,469,28,Savings,Closed,134213.43,2022-03-05,2026-01-27
9378,3932,90,Current,Active,330013.02,2023-03-31,
9379,3821,79,Salary,Inactive,123746.67,2026-01-04,2025-11-24
9380,14358,13,Current,Closed,439558.69,2022-09-12,2025-07-13
9381,12146,23,Savings,Closed,341456.03,2022-03-19,
9382,4830,9,Savings,Inactive,448378.22,2023-12-21,2025-02-25
9383,12250,83,Current,Closed,205817.92,2025-03-14,2025-09-29
9384,10950,43,Salary,Closed,56702.93,2024-10-04,
9385,17,96,Salary,Closed,393362.54,2024-07-17,2025-08-28
9386,516,70,Current,Active,403518.1,2025-06-16,2026-03-24
9387,2466,20,Savings,Closed,197926.46,2023-03-28,2026-01-10
9388,7446,90,Salary,Closed,271908.36,2025-05-18,2025-05-18
9389,8694,84,Salary,Closed,60189.22,2024-12-20,
9390,12028,12,Salary,Inactive,272929.74,2025-07-19,2025-12-09
9391,7540,7,Savings,Closed,404248.34,2024-11-21,2025-05-12
9392,7386,61,Salary,Inactive,469742.24,2024-05-21,2025-12-28
9393,4599,80,Savings,Inactive,291233.53,2022-12-21,2025-12-22
9394,11451,32,Savings,Closed,243774.65,2025-09-20,
9395,2351,69,Current,Closed,270646.17,2023-08-13,2025-03-17
9396,9340,22,Savings,Closed,424005.32,2023-03-25,2025-11-28
9397,6192,26,Salary,Closed,282613.37,2024-03-15,2025-04-15
9398,2858,17,Salary,Inactive,138198.24,2023-08-29,2025-11-28
9399,4297,51,Salary,Inactive,337961.4,2026-01-09,2025-04-30
9400,7923,50,Salary,Closed,76845.4,2022-03-15,
9401,7167,73,Current,Inactive,39452.53,2022-07-30,2025-03-24
9402,14972,52,Salary,Closed,90340.83,2024-10-22,2024-12-14
9403,11981,79,Savings,Active,442248.87,2023-04-10,2025-12-21
9404,7378,16,Salary,Active,274100.17,2021-09-10,2026-01-24
9405,13126,75,Salary,Active,152062.28,2021-08-26,2025-03-30
9406,1224,69,Salary,Inactive,399785.85,2021-05-14,2025-11-27
9407,841,100,Current,Closed,169890.32,2021-07-11,2025-04-12
9408,12732,56,Savings,Active,164798.37,2023-02-22,2025-12-08
9409,7490,4,Salary,Active,276905.58,2024-06-03,2025-02-07
9410,5468,98,Salary,Closed,471363.35,2025-07-08,2026-04-18
9411,1455,29,Current,Active,229091.54,2024-11-18,2025-12-22
9412,3613,91,Current,Active,459089.15,2022-03-16,2025-09-26
9413,4918,88,Salary,Inactive,434027.81,2021-04-08,2025-02-04
9414,6079,69,Current,Active,113998.83,2023-03-13,
9415,6060,60,Current,Active,301732.72,2025-06-18,2025-07-14
9416,3971,13,Current,Closed,89483.1,2023-07-15,2025-10-11
9417,95,93,Salary,Inactive,110323.24,2026-04-10,2025-04-28
9418,6951,86,Current,Closed,429960.52,2024-05-19,2024-12-21
9419,873,9,Current,Inactive,453346.7,2023-09-12,2026-02-21
9420,822,5,Salary,Closed,20880.09,2022-03-17,2025-09-21
9421,5931,8,Savings,Active,86880.11,2024-01-04,2025-11-21
9422,11442,71,Savings,Closed,60970.98,2025-11-28,2025-04-29
